Date,obs_swe,Qair,Rainf,Snowf,LWdown,SWdown,Tair,Wind
2005-11-01,,0.0060848747,0.0,0.0,314.5,101.237495,13.32917,1.1374999
2005-11-02,,0.0061144163,0.0,0.0,294.79166,79.22083,12.012504,0.7083333
2005-11-03,,0.0075905,0.0,0.0,330.75,69.104164,13.708339,0.9583333
2005-11-04,,0.006337125,0.0,0.0,287.33334,104.55417,11.387505,1.15
2005-11-05,,0.0051689586,0.0,0.0,277.6875,85.32917,8.970837,0.9083333
2005-11-06,,0.0071385,0.0002880875,1.8459167e-23,335.45834,103.0625,14.179169,3.0625
2005-11-07,,0.0060941665,0.0,0.0,313.79166,110.262505,12.095837,2.5041666
2005-11-08,,0.0041038333,0.00024345,1.937464e-05,305.35416,27.141668,4.9500046,2.4125001
2005-11-09,,0.0034740835,0.0,0.0,264.25,90.75833,2.4125035,0.9666667
2005-11-10,,0.004778,5.9258335e-05,3.720717e-13,308.45834,50.470837,6.720839,1.4208332
2005-11-11,,0.0040622083,6.2500003e-06,2.7837502e-10,291.85416,72.9,6.000004,1.9541668
2005-11-12,,0.0030431252,0.0,0.0,276.1875,72.012505,4.495836,2.2583334
2005-11-13,,0.0032026249,0.0,0.0,263.83334,68.57917,2.86667,1.3958334
2005-11-14,,0.003187,0.0,0.0,245.35417,86.60834,1.7333361,0.84999996
2005-11-15,,0.0037605835,2.2119582e-05,2.5797082e-05,282.9375,58.745834,1.7999992,0.8041666
2005-11-16,,0.0030751666,0.0,0.0,249.4375,66.770836,1.337504,0.90000004
2005-11-17,,0.0032586667,0.0,0.0,265.5625,64.941666,1.8541704,0.68333334
2005-11-18,,0.0039819167,8.001958e-05,5.007001e-05,299.77084,29.762499,1.9708353,1.2624999
2005-11-19,,0.003951917,0.00024530417,5.8862624e-05,298.29166,46.283337,2.254172,1.4625
2005-11-20,,0.0032569582,0.0,0.0,243.875,88.03333,1.3583361,0.95416665
2005-11-21,,0.0035407916,2.8e-05,1.2575e-07,279.10416,75.94583,3.7375042,1.8041667
2005-11-22,,0.0026840835,0.0,0.0,254.6875,71.958336,1.658338,1.3541666
2005-11-23,,0.0039327918,3.07875e-05,1.9433333e-09,283.16666,71.012505,4.4416695,1.5625
2005-11-24,,0.0029250833,0.0,0.0,271.39584,75.504166,2.8166733,1.3666667
2005-11-25,,0.0033144166,3.1695836e-05,1.6359041e-06,286.27084,72.433334,4.420836,1.975
2005-11-26,,0.0029812083,0.0,0.0,258.16666,48.033337,0.9583371,1.1166667
2005-11-27,,0.003192125,0.0,0.0,259.22916,82.791664,2.7125041,1.275
2005-11-28,,0.0035740416,0.00049245,3.6036245e-06,286.08334,36.316666,4.4083366,2.3500001
2005-11-29,,0.003356375,1.9216668e-05,7.079201e-10,275.41666,60.087498,4.3541694,2.5916667
2005-11-30,,0.0025477917,4.920833e-09,8.558333e-06,265.39584,62.808334,0.23750305,2.3083334
2005-12-01,,0.0024794166,0.0,0.0,249.5625,57.175,1.3500061,1.7291666
2005-12-02,,0.0023177916,0.0,0.0,234.22917,87.1875,-1.5458298,1.9791666
2005-12-03,,0.0021710834,0.0,0.0,253.8125,92.99583,-1.1208254,1.1833333
2005-12-04,,0.0025531666,0.0,0.0,229.16667,73.75833,-0.88333255,0.50416666
2005-12-05,,0.0026911667,0.0,0.0,244.77083,72.729164,1.2500063,1.3083333
2005-12-06,,0.0021249165,0.0,0.0,211.95833,89.87917,-1.5583305,0.7625
2005-12-07,,0.001905,0.0,0.0,207.14583,91.49167,-2.004163,0.58750004
2005-12-08,,0.0028639585,0.0,0.0,266.70834,68.512505,0.19166946,1.0083333
2005-12-09,,0.002630625,0.0,0.0,269.375,46.808334,-1.1708298,1.5749999
2005-12-10,,0.0022756667,1.9738751e-07,7.618333e-05,263.5,60.7375,-3.7874959,3.05
2005-12-11,,0.0023817082,6.6e-08,8.0375e-06,237.41667,59.295834,-3.462499,0.6375
2005-12-12,,0.0016080417,0.0,0.0,221.9375,82.299995,-4.3541656,1.2333333
2005-12-13,,0.0016264584,0.0,0.0,225.08333,75.40833,-5.7124977,0.59999996
2005-12-14,,0.0018081251,0.0,0.0,234.52083,86.291664,-4.174998,2.8458335
2005-12-15,,0.002246375,0.0,0.0,248.8125,43.32083,-3.6708298,1.0416666
2005-12-16,,0.001994,2.5483333000000003e-16,1.7708333e-05,245.6875,33.029167,-4.5749955,1.9125
2005-12-17,,0.0024376668,8.75739e-12,6.400416e-05,273.52084,42.7625,-3.6666615,3.1708333
2005-12-18,,0.0014256667,0.0,0.0,232.6875,66.59167,-5.708327,1.5166668
2005-12-19,,0.0025752916,6.916667e-08,8.2625e-06,268.66666,36.745834,-0.17499416,1.4875001
2005-12-20,,0.00262925,2.0122208e-08,1.86125e-05,261.77084,61.404163,-1.5416628,1.3333334
2005-12-21,,0.0022641667,0.0,0.0,238.52083,65.1,-3.0166614,0.80833334
2005-12-22,,0.0017712917,0.0,0.0,209.97917,84.46667,-4.8333297,1.0291667
2005-12-23,,0.002202,1.4491399e-08,7.081667e-05,254.02083,66.575005,-4.0541625,0.7416666
2005-12-24,,0.0023414167,5.9833334e-09,1.31874995e-05,249.22917,54.266666,-2.6708298,2.2416666
2005-12-25,,0.0026564582,9.523638e-07,7.635833e-05,259.125,51.5,-1.8916613,2.0666666
2005-12-26,,0.0022571667,6.704167e-13,1.8404166e-05,265.77084,55.808334,-3.095829,4.483333
2005-12-27,,0.0020172084,6.3125003e-16,1.3195833e-05,256.45834,60.8,-3.962495,2.5208333
2005-12-28,,0.0017606667,2.3162685e-16,1.5625e-05,257.9375,68.95417,-6.3541617,2.7416668
2005-12-29,,0.0019570834,3.4996166e-14,0.000111575,268.29166,50.05,-6.5666633,0.6541667
2005-12-30,,0.001800125,3.1023496e-14,1.4233333e-05,245.75,55.67917,-6.3083305,0.47500002
2005-12-31,,0.0021442499,9.1791663e-17,6.0166662e-06,262.45834,70.84167,-4.1458306,1.1541667
2006-01-01,,0.0025164585,0.0,0.0,272.5625,47.933334,-2.6416638,1.0791667
2006-01-02,,0.0032158333,3.5385834e-05,7.700042e-05,264.70834,42.095833,0.6375046,1.4291667
2006-01-03,,0.0028425418,1.31890205e-08,2.1633334e-05,270.14584,68.6625,-0.6666641,1.1875
2006-01-04,,0.00201025,2.55875e-17,7.0583333e-06,268.6875,58.629166,-4.5541625,1.3333334
2006-01-05,,0.0015383334,3.6339595000000004e-16,4.9766666e-05,235.4375,81.362495,-7.304165,0.6416667
2006-01-06,,0.0015930833,0.0,0.0,211.54167,61.05417,-8.879163,0.64166665
2006-01-07,,0.0021157083,1.9877263e-13,0.00021851249,272.20834,35.841667,-5.858331,1.7624999
2006-01-08,,0.0020904166,9.414992e-16,0.00012222082,268.9375,69.612495,-5.554165,1.1541667
2006-01-09,,0.0016797916,9.608334e-19,7.2916664e-06,227.5625,77.2875,-6.708332,1.0375
2006-01-10,,0.0022214167,1.3520941e-10,8.819583e-05,266.29166,79.40417,-4.7416596,0.9291666
2006-01-11,,0.0018661666,0.0,0.0,238.75,55.5125,-3.837495,3.9458332
2006-01-12,,0.0017235833,4.1483333e-16,2.1295833e-05,261.375,55.641666,-5.7749953,3.9375
2006-01-13,,0.0022080417,0.0,0.0,275.6875,50.94583,-3.9333293,1.7708334
2006-01-14,,0.002381625,0.0,0.0,245.625,61.92917,-4.3041625,0.6166667
2006-01-15,,0.002703375,0.0,0.0,273.52084,46.341663,-1.6999944,1.2333333
2006-01-16,,0.001749375,0.0,0.0,238.0,62.245834,-4.9291635,3.5291665
2006-01-17,,0.0018474166,6.2284997e-15,2.4425002e-05,249.02083,53.279163,-5.5541635,2.6083333
2006-01-18,,0.001560625,1.2454541999999999e-19,5.54375e-05,250.58333,70.941666,-6.3374953,3.7708333
2006-01-19,,0.0019334583,1.7643478e-14,0.000188075,257.16666,95.5,-4.704165,4.475
2006-01-20,,0.0016199168,0.0,0.0,216.08333,74.07917,-5.474997,2.5458333
2006-01-21,,0.001358675,1.6191666000000001e-21,7.2916664e-06,219.125,89.87917,-8.391662,1.3000001
2006-01-22,,0.001249,0.0,2.0487501e-05,226.91667,56.8625,-9.562496,0.6458333
2006-01-23,,0.002044375,6.1835256e-15,9.29375e-05,259.375,64.700005,-4.795832,3.5125
2006-01-24,,0.0022439167,2.9195e-12,9.4908326e-05,271.45834,85.48334,-2.6374931,4.2166667
2006-01-25,,0.0018886667,2.705417e-14,4.1783333e-05,246.41667,76.07083,-2.5583305,3.8625
2006-01-26,,0.0020162917,0.0,0.0,273.0625,61.504166,-3.1749928,4.0916667
2006-01-27,,0.0028639166,9.940021e-08,0.0001022125,287.58334,62.641666,-1.3541628,4.3791666
2006-01-28,,0.0030634583,6.1229855e-08,0.00013767084,288.47916,57.683334,-1.3333269,2.6666667
2006-01-29,,0.002925875,3.9933334e-06,2.8354168e-06,281.625,64.52917,-0.18749492,1.025
2006-01-30,,0.0019884168,3.3249999e-06,1.1720833e-05,238.5,76.34583,-3.0833309,3.0208333
2006-01-31,,0.0014542917,0.0,0.0,214.72917,82.495834,-7.379162,1.3333334
2006-02-01,,0.0019480417,8.652713e-15,0.00010947083,260.25,63.645832,-4.6458297,0.9666667
2006-02-02,,0.0011452708,0.0,0.0,215.75,79.85833,-8.870831,2.2416666
2006-02-03,,0.0018552999,4.9666667e-13,4.1320833e-05,253.39583,55.45,-5.5416617,4.929167
2006-02-04,,0.0020912916,3.5697836e-13,0.00021227084,265.02084,60.462498,-5.954164,1.3708334
2006-02-05,,0.0015805,8.925e-14,1.44666665e-05,227.0,134.41249,-6.6958275,2.1083333
2006-02-06,,0.0016917917,0.0,0.0,234.41667,111.17084,-5.6458297,1.1083333
2006-02-07,,0.001795625,0.0,0.0,254.64583,91.975,-4.67083,0.77500004
2006-02-08,,0.0016686666,0.0,0.0,246.27083,73.6,-5.8374963,2.0625
2006-02-09,,0.0017835833,4.9905174e-11,2.45375e-05,262.75,88.23334,-6.287497,2.3291667
2006-02-10,,0.0019042083,1.0354167e-13,8.679167e-06,236.85417,114.13333,-3.6624959,2.6333334
2006-02-11,,0.0011427667,0.0,0.0,198.27083,124.75833,-8.024994,2.7708333
2006-02-12,,0.0016687916,0.0,0.0,239.10417,113.208336,-5.204161,2.3999999
2006-02-13,,0.003287375,2.9304167e-06,3.0883332e-06,301.04166,37.358334,0.66250354,1.5166668
2006-02-14,,0.0038494582,9.570833e-06,8.4870835e-06,295.4375,83.549995,2.5291684,3.1458333
2006-02-15,,0.0020430833,0.0,0.0,244.64583,92.19583,-1.2916616,2.0916667
2006-02-16,,0.0023333335,0.0,0.0,263.77084,98.525,-2.616661,3.3666668
2006-02-17,,0.0014582918,0.0,0.0,235.875,105.020836,-7.495828,2.1458333
2006-02-18,,0.0024509584,0.0,0.0,264.375,103.30833,-0.6374995,1.5875
2006-02-19,,0.0029071665,0.0,0.0,234.5625,113.51666,-0.39166513,1.15
2006-02-20,,0.0036710417,0.0,0.0,236.29167,161.83751,3.570839,2.1541667
2006-02-21,,0.003779875,0.0,0.0,264.16666,125.375,3.6958377,2.0041666
2006-02-22,,0.0037111249,1.35952505e-05,1.4413708e-05,297.64584,116.57916,3.012502,3.3958333
2006-02-23,,0.0018062918,0.0,0.0,233.66667,110.02917,-3.104163,1.7583333
2006-02-24,,0.0024189583,0.0,0.0,258.16666,116.8125,-2.9874954,1.0500001
2006-02-25,,0.0027525416,0.0,0.0,275.08334,62.045834,0.7333374,2.6125
2006-02-26,,0.0032909585,0.00025739582,5.8562836e-07,287.625,43.19583,1.800003,3.6375
2006-02-27,,0.0017538333,0.0,0.0,243.45833,119.875,-3.8458328,2.6875
2006-02-28,,0.0020280832,0.0,0.0,247.54167,97.70416,-2.1541634,1.625
2006-03-01,,0.0031246666,8.067346e-09,0.00014352084,299.66666,72.78333,-1.5041631,0.9375
2006-03-02,,0.002883625,2.6798332e-09,4.38625e-05,265.875,119.46667,-0.14999771,1.3249999
2006-03-03,,0.0022849166,7.0916667e-10,1.1225001e-05,241.47917,134.48334,-2.2166607,1.1458334
2006-03-04,,0.0027394167,0.0,0.0,265.08334,126.520836,1.3250046,1.1458334
2006-03-05,,0.003739125,2.6895834e-05,9.94872e-07,297.45834,146.26666,4.0958343,2.3666666
2006-03-06,,0.0016589166,0.0,0.0,224.45833,180.85417,-2.3749962,3.425
2006-03-07,,0.002931,5.266667e-06,1.4179167e-05,273.9375,126.325005,0.095835365,2.5916667
2006-03-08,,0.0030029584,9.778691e-07,6.661667e-05,267.08334,142.81667,-0.64166135,3.1375
2006-03-09,,0.0023650418,0.0,0.0,228.0,163.65001,-1.4124972,2.1041667
2006-03-10,,0.0039426666,0.0,0.0,280.3125,128.46666,3.7833366,3.4833333
2006-03-11,,0.003563125,0.0,0.0,279.27084,174.40001,2.7750041,1.9125
2006-03-12,,0.0018855833,2.26125e-16,1.60875e-05,249.5625,134.46666,-3.9999962,2.4291666
2006-03-13,,0.0017052917,0.0,0.0,233.16667,118.32083,-4.308328,2.2124999
2006-03-14,,0.00241025,0.0,0.0,264.58334,111.775,-1.9124985,1.3833333
2006-03-15,,0.0027076667,0.0,0.0,248.14583,177.60834,3.1250038,1.0375
2006-03-16,,0.004069583,0.0,0.0,291.64584,147.19583,4.8291717,2.1375
2006-03-17,,0.003309625,0.0,0.0,244.9375,167.57083,2.5625,2.4666667
2006-03-18,,0.0038301665,0.0,0.0,300.79166,126.625,4.8416724,3.05
2006-03-19,,0.0026364585,6.834125e-10,0.0001022,277.35416,118.1875,-1.0333277,5.179167
2006-03-20,,0.0030471666,3.4262502e-08,2.1491667e-05,299.64584,105.612495,-0.48749796,7.8541665
2006-03-21,,0.0020419583,0.0,0.0,256.64584,150.45416,1.9916725,5.775
2006-03-22,,0.0032193335,0.0,0.0,287.27084,124.0875,2.5166702,1.7458334
2006-03-23,,0.003548625,4.725e-06,1.2925001e-06,304.875,151.4375,4.0458374,1.3625001
2006-03-24,,0.0030405,1.93125e-07,1.5083333e-05,279.22916,171.45833,2.3916714,3.6666667
2006-03-25,,0.0035637915,5.4720833e-05,1.3918749e-07,279.95834,136.19167,4.358339,3.1708333
2006-03-26,,0.0024590415,0.0,0.0,251.64583,213.825,3.0541687,1.9916667
2006-03-27,,0.0020004166,0.0,0.0,243.45833,211.23334,2.1708374,2.0458333
2006-03-28,,0.004146917,0.00057924166,8.518747e-05,316.6875,92.81667,4.2291694,2.45
2006-03-29,,0.0039525,8.450416e-06,1.9095833e-05,308.10416,82.27917,1.5625013,1.4458333
2006-03-30,,0.0036709167,7.2916664e-06,7.2916664e-06,306.41666,109.10834,1.6250063,4.420833
2006-03-31,,0.0034295833,1.6066666e-06,1.0316667e-05,302.89584,131.1875,2.3791695,5.5375
2006-04-01,,0.00310575,0.0,0.0,255.8125,174.91667,2.2958374,1.7583333
2006-04-02,,0.0037389167,3.2524793e-05,0.00010995625,314.6875,69.15,1.4208374,1.975
2006-04-03,,0.002935875,0.0,0.0,287.97916,107.15417,1.4583372,3.3708334
2006-04-04,,0.0029970417,0.0,0.0,276.125,184.85417,1.4000028,1.4083333
2006-04-05,,0.0029314582,2.779946e-07,0.00014532916,275.83334,190.85417,1.2958323,3.0833333
2006-04-06,,0.0027170416,2.4378667e-06,6.5387496e-05,265.41666,156.52916,1.2583351,3.1499999
2006-04-07,,0.0026802502,0.0,0.0,265.75,200.42915,0.40833536,1.6750001
2006-04-08,,0.002862375,0.0,0.0,280.95834,139.375,2.1791687,2.7375
2006-04-09,,0.003220667,1.9977083e-06,1.79125e-05,289.08334,140.22084,2.2375019,1.6374999
2006-04-10,,0.0032849582,0.0,0.0,293.29166,155.05417,4.437504,2.3
2006-04-11,,0.0045481664,0.0,0.0,299.375,150.925,6.025003,3.9708335
2006-04-12,,0.005458042,1.44666665e-05,5.891667e-10,342.22916,56.0,7.1416717,2.5249999
2006-04-13,,0.004142542,0.0,0.0,299.47916,192.23334,5.6333375,4.7833333
2006-04-14,,0.0028575,0.0,0.0,236.4375,266.65417,4.970835,2.4208333
2006-04-15,,0.0029109998,0.0,0.0,290.77084,145.03749,6.345838,2.5
2006-04-16,,0.0042212084,1.24125e-05,8.908541e-08,301.0,95.75417,4.5,2.5874999
2006-04-17,,0.0035809583,6.0166662e-06,1.3358333e-11,285.89584,181.075,4.4916673,1.9166666
2006-04-18,,0.0034002084,0.0,0.0,296.4375,138.52501,3.2166698,1.9875001
2006-04-19,,0.004303708,9.2825e-05,1.1516544e-09,331.9375,61.7625,7.4291687,2.3083334
2006-04-20,,0.0055239587,0.000601325,9.509427e-11,334.83334,115.77917,7.083336,2.0458333
2006-04-21,,0.0046795,0.0,0.0,301.52084,186.56667,7.0375037,4.2125
2006-04-22,,0.004957167,0.0,0.0,327.66666,141.85417,6.012503,3.4791667
2006-04-23,,0.0042741667,8.679167e-06,1.3483333e-09,306.20834,151.20833,6.67917,3.3625
2006-04-24,,0.0042864583,1.5045834e-05,2.2370833e-11,304.25,148.15416,6.308336,3.1958332
2006-04-25,,0.00472475,0.0,0.0,303.54166,237.03333,6.804171,1.8708334
2006-04-26,,0.0040911664,0.0,0.0,285.58334,197.84999,8.412501,2.1333334
2006-04-27,,0.0043300833,0.0,0.0,291.35416,211.28333,8.8166685,1.6208334
2006-04-28,,0.003175,0.0,0.0,264.5625,273.62918,9.14584,1.7583333
2006-04-29,,0.0051595,0.0,0.0,309.5,232.5,12.475003,1.7416667
2006-04-30,,0.006572583,7.656417e-05,0.0,357.83334,56.641666,10.354167,2.7208335
2006-05-01,,0.0054722503,1.2605e-05,0.0,363.4,130.65001,7.6125107,2.4875
2006-05-02,,0.0035225002,0.0,0.0,277.57498,291.475,5.3000107,2.1000001
2006-05-03,,0.00487275,0.0,0.0,301.2,300.67502,8.362511,1.5500001
2006-05-04,,0.0054304996,3.4072502e-05,0.0,342.475,235.8625,10.975006,1.8375
2006-05-05,,0.0066096247,1.98e-06,0.0,350.525,155.4875,11.075005,1.8249999
2006-05-06,,0.0055635,0.0,0.0,321.1,300.125,12.687508,1.1374999
2006-05-07,,0.005321,0.0,0.0,331.6,318.5875,12.875004,1.15
2006-05-08,,0.0052655,0.0,0.0,319.0,308.0375,11.100002,1.1875
2006-05-09,,0.005436,0.0,0.0,332.225,285.85,11.462509,2.0375
2006-05-10,,0.0082628755,0.00018088376,0.0,397.025,167.9125,13.550011,2.5375001
2006-05-11,,0.00510175,1.106375e-06,0.0,311.4375,262.8125,11.762505,2.5625
2006-05-12,,0.005167375,9.1862495e-07,0.0,315.9,286.65,11.637505,1.7249999
2006-05-13,,0.004990125,1.97225e-05,0.0,348.53748,231.08751,11.150002,1.7125
2006-05-14,,0.00601775,1.211875e-05,0.0,329.1375,161.41249,11.837509,2.1375
2006-05-15,,0.006226,0.0,0.0,332.975,320.17502,15.150005,2.225
2006-05-16,,0.00656325,0.0,0.0,333.5875,329.82498,15.537506,1.5124999
2006-05-17,,0.007815001,0.0,0.0,338.525,326.075,15.837505,1.025
2006-05-18,,0.007959625,0.0,0.0,346.17502,306.4625,16.175007,1.4875001
2006-05-19,,0.0081235,1.7928249e-05,0.0,385.57498,250.40001,15.575005,1.8249999
2006-05-20,,0.00512975,0.0,0.0,311.475,330.32498,12.237511,1.7125
2006-05-21,,0.005517625,0.0,0.0,338.05002,288.725,14.72501,1.6999999
2006-05-22,,0.0076985,9.36125e-05,0.0,398.32498,115.8375,16.337505,2.4750001
2006-05-23,,0.007083375,2.22625e-05,0.0,361.57498,123.950005,12.587509,1.475
2006-05-24,,0.0048995,0.0,0.0,298.67502,318.475,10.012508,1.6999999
2006-05-25,,0.005988375,0.0,0.0,321.13748,303.13748,12.362507,1.3375
2006-05-26,,0.007107625,0.0,0.0,347.51248,253.7,15.175003,1.275
2006-05-27,,0.0078875,1.09125e-05,0.0,367.525,269.875,16.812508,2.8500001
2006-05-28,,0.008376125,0.00018580124,0.0,388.88748,45.45,13.025005,3.8374999
2006-05-29,,0.009307249,2.480625e-05,0.0,389.6625,195.575,15.512505,1.3499999
2006-05-30,,0.009021125,1.946625e-05,0.0,391.375,149.925,14.22501,1.0500001
2006-05-31,,0.006868375,9.87125e-06,0.0,376.4625,125.0625,11.450005,2.25
2006-06-01,,0.006935625,3.4578752e-05,0.0,363.65,261.76248,11.912506,1.8874999
2006-06-02,,0.0056595,0.0,0.0,317.26248,309.82498,11.025005,1.9250001
2006-06-03,,0.006534125,0.0,0.0,315.88748,346.5875,13.125011,1.0375
2006-06-04,,0.007173,4.34875e-06,0.0,363.23752,281.4625,14.837505,1.4000001
2006-06-05,,0.00737425,0.0,0.0,351.44998,268.25,14.425007,1.65
2006-06-06,,0.0076809996,0.0,0.0,354.3375,289.625,14.387505,1.625
2006-06-07,,0.0067256247,1.16075e-05,0.0,365.92502,232.61249,13.350002,2.0
2006-06-08,,0.007355625,2.199375e-05,0.0,370.275,127.65,13.175011,2.25
2006-06-09,,0.00853375,0.00027211374,0.0,383.35,131.2625,13.775009,3.6499999
2006-06-10,,0.007987375,3.37575e-05,0.0,372.525,82.9375,12.850006,2.0375
2006-06-11,,0.007089875,3.9275e-06,0.0,364.30002,273.92502,13.575005,1.625
2006-06-12,,0.0070175002,3.107625e-05,0.0,361.16248,263.38748,12.900002,1.3000001
2006-06-13,,0.008340625,0.0,0.0,380.375,263.525,15.212509,0.72499996
2006-06-14,,0.0088485,0.0,0.0,368.6,306.025,16.562508,1.6374999
2006-06-15,,0.010369625,0.00012686501,0.0,403.5625,197.58751,17.837505,4.2625003
2006-06-16,,0.0106945,7.1605e-05,0.0,404.7875,69.674995,16.812511,2.3625
2006-06-17,,0.0107515,1.09187495e-05,0.0,398.80002,172.27501,18.875004,1.0749999
2006-06-18,,0.010593875,1.89e-06,0.0,396.13748,271.36252,18.650005,0.91249996
2006-06-19,,0.00843825,4.9375e-06,0.0,390.0,215.28749,15.725006,1.3125
2006-06-20,,0.00987825,4.1720003e-05,0.0,388.6875,233.7,17.100006,1.3375
2006-06-21,,0.0105245,5.7678753e-05,0.0,392.9,176.02501,17.387508,1.625
2006-06-22,,0.0101195,7.93125e-05,0.0,393.6625,210.7,16.912506,0.70000005
2006-06-23,,0.009744875,7.575e-06,0.0,385.025,265.8625,17.075008,0.7375
2006-06-24,,0.008813125,1.635e-06,0.0,367.7125,293.42502,16.250004,1.1750001
2006-06-25,,0.0095915,0.0,0.0,360.35,332.4125,17.625008,0.90000004
2006-06-26,,0.010420251,0.0,0.0,390.07498,310.5875,19.0125,1.6625
2006-06-27,,0.01231875,6.738375e-05,0.0,415.30002,178.3875,18.987507,1.85
2006-06-28,,0.010950751,0.000105465006,0.0,380.4,258.82498,18.100006,2.175
2006-06-29,,0.008237125,3.8725e-06,0.0,353.26248,289.2875,17.262505,1.6374999
2006-06-30,,0.00886575,0.0,0.0,352.775,332.0625,19.187504,0.90000004
2006-07-01,,0.009641375,0.0,0.0,357.35,342.75,19.975006,0.83750004
2006-07-02,,0.0084965,0.0,0.0,382.0,278.7875,20.05001,1.6625
2006-07-03,,0.009224375,0.0,0.0,374.7875,268.76248,18.787502,1.2625
2006-07-04,,0.010881875,0.0,0.0,390.30002,313.975,20.775005,0.83750004
2006-07-05,,0.0098101245,2.3182502e-05,0.0,392.86252,257.44998,19.22501,2.1375
2006-07-06,,0.0114475,0.00026477998,0.0,396.525,127.762505,19.000004,1.3000001
2006-07-07,,0.0112275,8.835e-06,0.0,401.25,149.90001,19.362503,0.8625
2006-07-08,,0.010358,4.27e-06,0.0,394.82498,266.65,19.400005,1.5
2006-07-09,,0.010514501,0.0,0.0,394.1,259.4625,19.325005,2.1625
2006-07-10,,0.011934999,2.67075e-05,0.0,420.5,213.825,21.187504,2.375
2006-07-11,,0.0140725,0.00027291,0.0,435.82498,207.32501,22.687508,2.6499999
2006-07-12,,0.0139375,3.7121248e-05,0.0,416.35,145.90001,22.212503,1.7624999
2006-07-13,,0.015458751,0.00018630625,0.0,440.73752,171.425,23.725012,1.0375
2006-07-14,,0.014515,1.196e-05,0.0,435.75,227.0625,23.61251,1.2375
2006-07-15,,0.01207,1.28e-05,0.0,402.875,279.13748,22.0375,1.0749999
2006-07-16,,0.0124575,1.8225e-05,0.0,409.11252,260.48752,21.537506,0.8625
2006-07-17,,0.0121075,0.000315125,0.0,396.475,231.875,21.212502,0.5625
2006-07-18,,0.0115146255,0.0001575325,0.0,387.3375,233.7625,19.475006,0.8875
2006-07-19,,0.01170875,0.00014128374,0.0,389.6625,221.97499,19.91251,0.77500004
2006-07-20,,0.0109925,2.7446249e-05,0.0,398.5625,240.7,19.512505,1.1875
2006-07-21,,0.0102429995,2.071e-05,0.0,398.5375,222.05,19.60001,1.9125
2006-07-22,,0.009768126,7.3987503e-06,0.0,393.4375,133.975,18.825005,1.8625001
2006-07-23,,0.01122875,1.78925e-05,0.0,408.2125,153.41249,19.875,1.875
2006-07-24,,0.012255001,8.2097504e-05,0.0,406.1875,186.53749,20.58751,1.6374999
2006-07-25,,0.009767375,0.0,0.0,365.9,298.98752,20.187504,1.9625
